press,t_peak,peak_Fz,peak_Fmag,Fx,Fy,Fz,x,y,z,rx,ry,rz
266,1783594515.615344,6.9461,6.9912,0.5490,-0.5719,6.9461,-0.027419,-0.491965,0.175061,0.706646,2.638089,-0.151404
267,1783594521.770553,4.9928,5.0138,0.3447,-0.3031,4.9928,-0.042641,-0.483094,0.164224,0.651080,2.429805,-0.215132
268,1783594527.935875,4.4017,4.4265,0.3284,-0.3336,4.4017,-0.051004,-0.478317,0.155742,0.620380,2.315046,-0.247448
269,1783594533.410375,4.4714,4.5044,0.3338,-0.4290,4.4714,-0.057837,-0.474342,0.146850,0.590632,2.204799,-0.276021
270,1783594539.882637,3.6936,3.7191,0.3141,-0.3003,3.6936,-0.061191,-0.472438,0.141500,0.579909,2.164613,-0.285938
271,1783594544.993059,3.7323,3.7573,0.3246,-0.2865,3.7323,-0.063743,-0.470960,0.136163,0.570241,2.128596,-0.294656
272,1783594550.249152,4.7520,4.8018,0.4169,-0.5497,4.7520,-0.067557,-0.468746,0.128469,0.550144,2.053603,-0.311949
273,1783594556.321809,5.6480,5.7243,0.4477,-0.8169,5.6480,-0.069537,-0.467629,0.123625,0.542536,2.024839,-0.318223
274,1783594560.683286,6.3000,6.3771,0.4622,-0.8737,6.3000,-0.070547,-0.467033,0.119956,0.540650,2.017985,-0.319921
275,1783594565.546400,8.1091,8.2130,0.4244,-1.2312,8.1091,-0.072118,-0.466087,0.115353,0.534498,1.994295,-0.324786
276,1783594571.095125,9.3611,9.4385,0.2990,-1.1685,9.3611,-0.074646,-0.464692,0.109344,0.522588,1.949560,-0.334494
277,1783594588.129880,6.9177,6.9879,0.9122,-0.3798,6.9177,0.000395,-0.508978,0.183590,0.000017,3.141513,-0.000575
278,1783594594.519400,8.0892,8.1688,0.8905,-0.7075,8.0892,-0.024138,-0.502387,0.177908,0.369362,2.806918,-0.058718
279,1783594601.022387,5.6149,5.6485,0.5413,-0.2921,5.6149,-0.048277,-0.495919,0.164547,0.326655,2.484119,-0.108449
280,1783594606.819864,4.9288,4.9597,0.4132,-0.3680,4.9288,-0.057644,-0.493439,0.155531,0.310597,2.358308,-0.125312
281,1783594612.399441,4.7755,4.8103,0.3616,-0.4499,4.7755,-0.064177,-0.491681,0.147871,0.298781,2.268808,-0.136596
282,1783594617.792101,4.5605,4.5952,0.3093,-0.4712,4.5605,-0.068622,-0.490498,0.141606,0.290895,2.210283,-0.143779
283,1783594623.039170,4.0360,4.0576,0.2387,-0.3425,4.0360,-0.071515,-0.489723,0.136216,0.286456,2.173105,-0.147475
284,1783594628.247079,4.2686,4.2935,0.2372,-0.3958,4.2686,-0.074136,-0.489010,0.131083,0.281978,2.138933,-0.151759
285,1783594633.709123,6.0741,6.1435,0.3435,-0.8549,6.0741,-0.077914,-0.487996,0.123620,0.271611,2.066656,-0.159978
286,1783594638.623545,6.5088,6.5766,0.3497,-0.8743,6.5088,-0.078517,-0.487838,0.121145,0.273500,2.077624,-0.158571
287,1783594643.896938,8.7013,8.8052,0.3861,-1.2928,8.7013,-0.080844,-0.487200,0.115417,0.267648,2.035319,-0.163482
288,1783594648.934866,8.7855,8.8195,0.1829,-0.7516,8.7855,-0.083261,-0.486552,0.110917,0.264683,2.012221,-0.165586
