press,t_peak,peak_Fz,peak_Fmag,Fx,Fy,Fz,x,y,z,rx,ry,rz
40,1783605676.150094,2.6512,2.6725,-0.1550,-0.2989,2.6512,-0.040325,-0.553619,0.156927,-0.921458,2.224559,0.371374
41,1783605681.586180,1.5136,1.5344,-0.2515,-0.0087,1.5136,-0.041521,-0.554791,0.154844,-0.925590,2.234615,0.367092
42,1783605687.564223,3.5590,3.6023,-0.0792,-0.5509,3.5590,-0.048097,-0.561383,0.143922,-0.865031,2.088245,0.426312
43,1783605692.788684,3.5767,3.6164,-0.0989,-0.5252,3.5767,-0.050484,-0.563758,0.139215,-0.850716,2.053896,0.439397
44,1783605697.802305,3.1375,3.1621,-0.1074,-0.3783,3.1375,-0.051075,-0.564410,0.137281,-0.855196,2.064109,0.435267
45,1783605701.923498,4.3914,4.4425,-0.1143,-0.6621,4.3914,-0.052717,-0.566073,0.132686,-0.842513,2.032635,0.447022
46,1783605707.110199,5.9990,6.0900,-0.0766,-1.0455,5.9990,-0.054368,-0.567594,0.128094,-0.829763,2.002722,0.457744
47,1783605712.270616,7.7835,7.9140,-0.0420,-1.4304,7.7835,-0.055817,-0.569038,0.123624,-0.818531,1.975473,0.468089
48,1783605717.148836,9.6108,9.7769,-0.0323,-1.7938,9.6108,-0.056719,-0.569959,0.120588,-0.815801,1.969017,0.470426
49,1783605732.512741,1.8485,1.8676,0.2168,0.1551,1.8485,0.001951,-0.512471,0.183577,0.000049,3.141551,-0.000299
50,1783605740.776434,2.6661,2.6709,0.0817,-0.1371,2.6661,-0.011439,-0.535623,0.177461,-1.418818,2.456930,0.243131
51,1783605747.330456,2.6075,2.6128,0.0199,-0.1649,2.6075,-0.020317,-0.551022,0.168195,-1.314458,2.276716,0.379650
52,1783605753.881860,2.6125,2.6224,-0.0433,-0.2240,2.6125,-0.025724,-0.560433,0.160146,-1.248810,2.163028,0.455601
53,1783605758.560666,3.0516,3.0768,-0.1446,-0.3651,3.0516,-0.029973,-0.567692,0.151828,-1.192022,2.064565,0.516420
54,1783605763.849684,3.2427,3.2656,-0.0898,-0.3758,3.2427,-0.031841,-0.571014,0.146938,-1.169834,2.025793,0.538370
55,1783605770.213617,2.9864,3.0048,-0.1054,-0.3154,2.9864,-0.033600,-0.574083,0.141984,-1.149249,1.990472,0.558284
56,1783605774.715869,4.6793,4.7364,-0.0223,-0.7333,4.6793,-0.036081,-0.578352,0.134609,-1.108202,1.919236,0.596780
57,1783605780.776241,5.3617,5.4379,0.0926,-0.9025,5.3617,-0.036840,-0.579728,0.131128,-1.100533,1.906094,0.603567
58,1783605785.622059,6.1853,6.2768,0.1113,-1.0623,6.1853,-0.037354,-0.580608,0.128104,-1.097839,1.901516,0.606024
59,1783605789.692036,8.0211,8.1595,-0.0341,-1.4960,8.0211,-0.038445,-0.582447,0.123695,-1.083555,1.876100,0.619253
60,1783605794.694933,9.5095,9.6627,-0.0033,-1.7142,9.5095,-0.038724,-0.582901,0.121666,-1.088900,1.885529,0.614390
61,1783605810.248555,2.2231,2.2367,0.2417,0.0472,2.2231,0.002696,-0.512766,0.183522,0.000051,3.141550,-0.000307
62,1783605818.832395,3.2037,3.2163,0.1909,-0.2105,3.2037,-0.005403,-0.542727,0.175860,-1.704799,2.221529,0.349057
63,1783605825.175175,3.7063,3.7291,0.1645,-0.3776,3.7063,-0.010097,-0.560223,0.165136,-1.574284,2.051245,0.521195
64,1783605830.611633,3.1886,3.2033,0.0406,-0.3034,3.1886,-0.011636,-0.566141,0.159883,-1.540077,2.006512,0.561719
65,1783605836.348293,3.5518,3.5811,-0.0179,-0.4568,3.5518,-0.013865,-0.574422,0.151921,-1.472185,1.918045,0.637215
66,1783605841.634865,3.4762,3.5005,-0.0213,-0.4112,3.4762,-0.014821,-0.578227,0.147028,-1.445419,1.883245,0.665160
67,1783605847.697358,3.7861,3.8189,-0.0026,-0.4998,3.7861,-0.016002,-0.582486,0.140471,-1.405373,1.831547,0.705392
68,1783605852.413210,4.5232,4.5724,0.0198,-0.6684,4.5232,-0.016864,-0.585711,0.135412,-1.379777,1.797661,0.730612
69,1783605857.257429,5.0220,5.0802,0.0352,-0.7656,5.0220,-0.017123,-0.586574,0.132577,-1.378061,1.795454,0.732230
70,1783605862.190815,6.0237,6.1005,0.0942,-0.9605,6.0237,-0.017511,-0.588178,0.129077,-1.368651,1.783316,0.740897
71,1783605867.510766,8.3357,8.4778,0.0936,-1.5432,8.3357,-0.018242,-0.590683,0.123691,-1.341103,1.747268,0.766704
72,1783605872.383159,9.7510,9.9157,0.0858,-1.7976,9.7510,-0.018636,-0.592069,0.120615,-1.336635,1.741821,0.770459
73,1783605888.081950,2.5692,2.5806,0.2367,-0.0541,2.5692,0.003497,-0.512863,0.183587,0.000011,3.141537,-0.000274
74,1783605896.983517,3.2850,3.2978,0.2293,-0.1771,3.2850,0.003429,-0.543870,0.175813,-1.999259,1.999162,0.409630
75,1783605903.379202,4.0810,4.1105,0.2079,-0.4461,4.0810,0.003446,-0.562409,0.164868,-1.849906,1.849783,0.619874
