x,y,z,nx,ny,nz
46.191775796026874,5.361183010649725,5.938726478649517,0.5454010367393494,-0.8346500992774963,0.07679126411676407
18.09186146527949,23.07060520543001,50.21009102300642,-0.610211193561554,-0.36455151438713074,0.7033807635307312
3.772412760878762,20.649346948954783,18.66997092892363,-0.9090896844863892,-0.3603774607181549,0.2090073674917221
2.971849128285843,23.990317278474787,2.7755575615628914e-14,-0.0,0.0,-1.0
53.86871571941752,19.699680983074913,11.693670798921302,-0.8974320292472839,0.41415590047836304,-0.15195591747760773
3.3634660427312717,26.77903490727135,6.680199150296428,0.9901838898658752,0.11154206842184067,-0.08422710001468658
29.72156041336538,24.071770420854143,52.69616362613682,0.014839707873761654,0.43080735206604004,-0.9023218750953674
27.46854010738365,54.41114184168407,19.55026632468777,0.08884792774915695,-0.9711796641349792,-0.22116996347904205
9.375841821979229,44.45048421937903,17.304036854004465,0.787004828453064,-0.5881736278533936,-0.18621264398097992
55.20811255229992,42.03337040529596,15.709840521977814,0.882961630821228,0.4352271854877472,0.17594324052333832
50.376440567119715,43.114425316038044,20.553842701897214,-0.8194997310638428,-0.5286811590194702,-0.22117049992084503
9.480701410633944,36.08929950251964,31.607445737359374,0.8988642692565918,-0.28466734290122986,-0.33317798376083374
46.85741836971616,32.021816200961325,45.76473498711249,0.8177523612976074,0.11169815808534622,0.5646278858184814
46.24242511603215,20.864474694734515,37.85952010520086,-0.7910336852073669,0.4488741159439087,-0.4156653881072998
20.00651450546229,5.801178710079549,12.440067252074165,0.3569885492324829,0.9216662049293518,-0.15195606648921967
0.45562128935247903,26.33429462288074,4.06210138587597,-0.9878743290901184,-0.13493455946445465,0.07679183781147003
44.55107802167407,53.249840932031745,18.43354780051004,0.5102713108062744,0.8342297077178955,0.209007129073143
41.037645618471345,49.98703970021128,26.155354246356538,-0.45922380685806274,-0.8502795100212097,-0.25717365741729736
7.905726577896122,15.241153886472574,9.615165148027808,0.8111592531204224,0.5727851390838623,-0.11805852502584457
51.555416402625845,13.967908480203162,22.02880610944752,0.7605418562889099,-0.6022776365280151,0.24256493151187897
2.6002686621095377,39.27386102881185,11.44790506582376,-0.9305270910263062,0.3371101915836334,0.14309446513652802
27.51922726430341,5.035229624421041,29.228804029349117,-0.062308792024850845,-0.9479914903640747,0.31213733553886414
28.94556571836831,55.413388590314476,14.833018702811248,0.007367951795458794,-0.9883598685264587,-0.15195560455322266
57.466249693017794,27.49089438916277,18.110736095081446,0.9724345207214355,-0.10337768495082855,0.20900753140449524
2.9447692552438696,17.771383253807077,5.7602382781306956,-0.8943049311637878,-0.4408194124698639,0.07679121196269989
44.70798800070779,45.40231219777171,30.920207895396402,-0.6402929425239563,-0.6921109557151794,-0.33317774534225464
28.01520220837961,58.87242850805355,9.341838243550768,-0.0947490930557251,0.9893878698348999,0.110155388712883
28.62008802343579,47.69320965142661,39.43992644137416,0.08092276751995087,-0.8845528960227966,-0.45936664938926697
43.36196040717531,50.9941741527347,28.559144842515575,0.4957254230976105,0.8104483485221863,0.3121374547481537
47.91077437619936,7.562847114189095,12.433746283397918,0.6062988042831421,-0.7822568416595459,0.14309416711330414
26.29694491698701,49.563706036759335,34.82342474118897,0.16149698197841644,-0.9133692383766174,-0.37373170256614685
39.54810938299538,8.70440294716125,25.48683658626676,-0.4361211061477661,0.8623573184013367,-0.2571735382080078
38.76019316536321,54.48890991936629,10.508257762224853,-0.3195674419403076,-0.9401803016662598,-0.11805783957242966
14.244977769204747,16.41119505324098,33.534829624148735,0.7102517485618591,0.5965456366539001,-0.37373214960098267
21.09644279808777,2.3950886411908208,11.62809764035172,-0.29936739802360535,-0.9433467984199524,0.1430942863225937
48.31953922168305,42.74311618278562,27.867239889376286,-0.8030597567558289,-0.5180755853652954,-0.2944363057613373
27.838072746711294,25.65293616463756,55.87177062667578,-0.13471387326717377,-0.26625603437423706,0.9544422030448914
23.417923041921952,2.7466821272144593,17.524021117313005,-0.22129575908184052,-0.9592039585113525,0.17594298720359802
58.78341138521942,36.93142237956361,0.11041611060382328,0.97561115026474,0.21438342332839966,0.047144800424575806
45.85752113599836,54.65255784224675,4.598296435398175,0.5202551484107971,0.850551426410675,0.07679107040166855
49.58916696972449,42.53700538629802,24.536801609863016,-0.8120465278625488,-0.523872435092926,-0.2571733593940735
10.294119993391348,20.26145755513018,30.29482949855636,0.8501124382019043,0.40780097246170044,-0.33317750692367554
38.23772378365272,3.8516594356584184,20.12294162462187,0.32347890734672546,-0.9228636026382446,0.20900745689868927
39.119030674068284,45.75312493018301,43.827975383505176,0.44554436206817627,0.728407621383667,0.5204925537109375
0.26979549318067214,31.975005116492586,3.4926214895019214,-0.9914606213569641,0.105398990213871,0.07679086178541183
28.844930202202846,55.886439818972946,11.751293497238159,0.007369800005108118,-0.9883596897125244,-0.15195661783218384
32.85378658682315,48.05745148898744,43.75707591643333,0.12437929213047028,0.844758927822113,0.5204921960830688
26.86703741175735,49.31664531630523,35.65975383033033,0.1583596020936966,-0.8956253528594971,-0.4156651198863983
35.07760624347769,47.63201462924273,38.19423330484373,-0.2858528792858124,-0.8409934043884277,-0.45936715602874756
19.07192693607285,23.394555568207668,47.46738852573086,0.6507275104522705,0.382194459438324,-0.6561105847358704
44.17550633980637,7.3252870143981665,22.798050681295813,0.5306804180145264,-0.8121210336685181,0.2425648719072342
25.048409166509135,3.451919650389329,4.7939884823088565,0.19990062713623047,0.9761892557144165,-0.08422720432281494
39.596886175025574,2.291196523013346,8.099796217199636,0.3287721872329712,-0.93796306848526,0.110154889523983
28.733469463207115,59.54219172743937,1.749940408623772,-0.01490411814302206,0.9987768530845642,0.047144565731287
37.333837972133054,26.554715056852032,51.3538707282227,-0.5309661626815796,0.24503546953201294,-0.8111920952796936
12.861664414374035,16.021439144610415,37.264868336435974,-0.6972857713699341,-0.5868717432022095,0.411550909280777
11.410401547180069,11.0493490366893,9.789851878329697,0.7042769193649292,0.7000401616096497,-0.11805855482816696
