approach_x,approach_y,approach_z,approach_rx,approach_ry,approach_rz,press_x,press_y,press_z,press_rx,press_ry,press_rz
-24.122708308976772,-17.073592170939545,-49.39704848089467,-1.5717443140369463,0.6462409146422514,-0.7281415110333291,-24.107451845239726,-17.06075154909126,-49.39858430145371,-1.5717443140369463,0.6462409146422514,-0.7281415110333291
4.4106214613140216,-5.863511346545123,-4.900394936678069,0.5200403315387105,0.34639283917162017,0.09318937199462379,4.417566310053636,-5.872921770566957,-4.884171096327734,0.5200403315387105,0.34639283917162017,0.09318937199462379
3.5612965395018086,-26.186330610074194,-36.93335180574917,-1.7796292166691643,-0.12376637054478501,0.1535165572242649,3.5578714973809733,-26.167074561378957,-36.93753195827236,-1.7796292166691643,-0.12376637054478501,0.1535165572242649
-8.021304503365743,-24.28195604589169,-45.976440821573384,1.437057946640854,-0.23222978404699587,-0.20522910279922107,-8.026902804080368,-24.30101080569789,-45.97407964435924,1.437057946640854,-0.23222978404699587,-0.20522910279922107
-0.34933344517662973,-25.67511235063974,-33.05406701561637,-1.8157956535497124,-0.010260221127792858,0.013141811959182034,-0.3496229298129413,-25.65571180638497,-33.05891831248052,-1.8157956535497124,-0.010260221127792858,0.013141811959182034
-24.72018512364534,18.622504078151866,-51.809630882886665,1.5674740965803224,0.6667332263272564,0.7545592034877179,-24.704552324917564,18.6101243829304,-51.811166705194275,1.5674740965803224,0.6667332263272564,0.7545592034877179
-22.148452036606773,17.75492763981884,-55.22933976178722,-1.3711357301955684,-0.7452960894805374,0.6855877455752841,-22.16445231498698,17.766885552551,-55.22834005440713,-1.3711357301955684,-0.7452960894805374,0.6855877455752841
-27.162910892991828,6.192166362440145,-50.57746058774831,-1.2499902518414687,-0.9789425757347403,1.0909519182168455,-27.182346666946014,6.1965723830511585,-50.5757760482928,-1.2499902518414687,-0.9789425757347403,1.0909519182168455
20.226159518582374,17.971096706883646,-34.69505395004535,1.762594307344226,-0.5721599597939002,-0.7927585100239618,20.2111958233493,17.958502495426764,-34.69923410108941,1.762594307344226,-0.5721599597939002,-0.7927585100239618
9.700460357545797,-22.578497996092366,-29.8744805168686,-1.8477074313596962,-0.2749339265467284,0.37493858054253315,9.69266452710651,-22.560932039818255,-29.880017863520013,-1.8477074313596962,-0.2749339265467284,0.37493858054253315
3.573212939523332,-24.497736787905033,-43.06442361531337,1.4147175000154606,0.10876816009817969,0.09319744787706657,3.575836636150148,-24.517329642893507,-43.06138449547187,1.4147175000154606,0.10876816009817969,0.09319744787706657
-11.751257889726826,7.27273668050971,-8.387515652749078,-0.5246527147346359,-0.6770426970091212,0.18994949492819965,-11.764061526640221,7.2807288349469745,-8.37439344450348,-0.5246527147346359,-0.6770426970091212,0.18994949492819965
-13.955115138795973,-24.2008309072312,-41.380994759014975,-1.7335011089122292,0.3330410306935576,-0.40636660349844267,-13.946226792749624,-24.18326346797493,-41.38451361998659,-1.7335011089122292,0.3330410306935576,-0.40636660349844267
1.0362626628234954,13.400571214285339,-8.419383195694467,-0.8477107175012706,0.11326331693989744,-0.05117682257797111,1.0386687185305616,13.41547149977279,-8.406260985959557,-0.8477107175012706,0.11326331693989744,-0.05117682257797111
0.9444829350148114,20.72178656681566,-20.441196112161705,-1.1862353110215944,0.06226975576403687,-0.041998372743421906,0.9458973523208912,20.74028330045315,-20.433721470469433,-1.1862353110215944,0.06226975576403687,-0.041998372743421906
-13.613970049978251,-21.011826049844995,-40.17425186750229,1.3202336539915593,-0.44302882861831444,-0.35595359852377123,-13.624023789658048,-21.028709541344476,-40.170527618150025,1.3202336539915593,-0.44302882861831444,-0.35595359852377123
-24.44981828655032,-3.9460413192558956,-33.56594583676508,-0.9281918928931806,-1.1825102963723386,1.428314939367158,-24.468949731052454,-3.9498388595847356,-33.561522430983025,-0.9281918928931806,-1.1825102963723386,1.428314939367158
-11.077543699384904,28.05517635270101,-44.72158700622682,1.705065377112241,0.24638837296655325,0.2870114648925104,-11.070996074800723,28.03649646293131,-44.72444888157289,1.705065377112241,0.24638837296655325,0.2870114648925104
22.959524118461054,8.61625494605162,-38.18093797353024,-0.8996850668487938,1.0870140611370265,-0.6156778216703052,22.978166766654002,8.622466358512167,-38.177213725472036,-0.8996850668487938,1.0870140611370265,-0.6156778216703052
-19.152955915546553,-5.671585685215883,-19.63807747136015,0.6024760866723197,-0.9775693432601983,-0.3354797684123897,-19.16995766446059,-5.678053255144218,-19.629764164371583,0.6024760866723197,-0.9775693432601983,-0.3354797684123897
-22.79271208309483,0.07208869751144856,-18.61905972948968,-2.5547683042186957,0.10002123666373587,-1.643444744193903,-22.774512111220133,0.07309431451687408,-18.627290753617856,-2.5547683042186957,0.10002123666373587,-1.643444744193903
-18.45528516626999,6.628352813021684,-17.46544471633983,-0.48232547256664693,-0.9855042174239034,0.2666140752983404,-18.472221076651465,6.633716374657811,-17.45625738015755,-0.48232547256664693,-0.9855042174239034,0.2666140752983404
-9.428576831719884,8.147787474302815,-3.4043885914866787,2.5744536122743136,0.17354642795426178,0.7015537793796176,-9.418430087760829,8.139752213499241,-3.419635826345759,2.5744536122743136,0.17354642795426178,0.7015537793796176
-18.035911429111625,14.650131709882205,-25.965979126987666,-0.9711363721305665,-0.7760088027651604,0.4430542234019833,-18.051016395822543,14.661420514107064,-25.959315578395895,-0.9711363721305665,-0.7760088027651604,0.4430542234019833
14.07222561398196,-20.178890687183404,-30.111039185551714,-1.8468882544281635,-0.37420383296658366,0.5245470448615857,14.06171295581142,-20.162802744154195,-30.116576523113963,-1.8468882544281635,-0.37420383296658366,0.5245470448615857
